Iteration;Stock price;Amount available
310;203.9912434633;69309
311;172.1847989828;69309
312;147.6222204107;69309
313;145.7479022647;69316
314;159.6319066955;69318
315;192.1493963490;69303
316;165.9163895678;69303
317;182.3331671676;69343
318;156.7608567449;69343
319;171.6106368970;69352
320;219.3428124318;69325
321;173.4250256604;69325
322;149.2384371961;69325
323;165.8817226155;69327
324;204.9210579579;69326
325;178.9105370073;69326
326;196.3519856122;69327
327;236.5289632180;69303
328;202.1386334666;69303
329;249.1056711881;69296
330;212.9862774570;69296
331;231.0648901430;69297
332;308.0211149089;69292
333;388.7184764707;69244
334;330.6122081842;69244
335;282.3058302501;69244
336;338.2205177077;69243
337;360.1813459797;69236
338;311.6185602754;69236
339;287.2433628540;69236
340;328.1113609207;69258
341;391.8017786730;69257
342;520.7188529456;69256
343;671.5891064674;69254
344;572.6870065510;69254
345;480.2069630248;69254
346;381.7786153689;69254
347;418.2779428988;69269
348;315.8308163129;69269
349;255.6858330632;69269
350;255.2829956609;69274
351;293.1776182950;69279
352;373.0278989056;69278
353;457.7789092943;69275
354;387.5530256603;69275
355;330.4065734273;69275
356;299.3703901743;69275
357;330.4094167471;69281
358;282.5084947662;69281
359;240.9198759595;69281
360;264.0514165458;69286
361;336.1430814395;69283
362;290.3808861725;69283
363;318.0588509584;69331
364;287.3386696737;69331
365;250.5845451586;69331
366;279.2886893456;69332
367;337.6678441336;69305
368;288.7078672840;69305
369;246.8483359981;69305
370;271.5369838983;69306
371;328.5823069312;69305
372;300.7361557113;69305
373;330.7845015059;69306
374;282.9004890556;69306
375;237.7504791977;69306
376;285.3544963941;69305
377;370.0428157816;69294
378;316.3931341604;69294
379;270.5118004049;69294
380;231.3371954484;69294
381;251.1165863852;69300
382;293.1839324504;69299
383;339.2346664516;69250
384;290.6660222684;69250
385;251.3671028679;69250
386;309.4837592171;69251
387;374.6726055232;69235
388;319.5048380612;69235
389;270.5302942045;69235
390;243.5481753461;69235
391;291.1460214459;69236
392;248.9286681758;69236
393;270.7861734673;69250
394;231.5211989080;69250
395;197.9506279140;69250
396;237.8128124255;69249
397;284.1475265038;69251
398;242.9462946811;69251
399;208.4043443126;69251
400;178.0177858553;69251
401;144.2519912733;69251
402;158.8177438141;69252
403;190.9686627918;69249
404;162.7141563356;69249
405;178.5087426412;69264
406;209.8278520002;69265
407;246.9364991311;69256
408;193.7935927362;69256
409;216.7945546556;69263
410;261.4744856668;69242
411;327.3375349408;69240
412;283.9818398807;69240
413;309.2593159083;69265
414;264.4098158664;69265
415;316.8614837935;69256
416;252.3878503458;69256
417;277.8141191206;69299
418;232.0823093638;69299
419;311.5236973955;69293
420;375.4893851863;69288
421;448.0549850902;69287
422;376.1833961861;69287
423;420.0083961162;69302
424;358.2066291010;69302
425;301.4405324869;69302
426;257.7342428418;69302
427;282.7604957621;69324
428;237.0570772313;69324
429;260.6442600190;69330
430;313.1691040772;69326
431;419.8337402694;69325
432;363.7159145608;69325
433;400.9492039395;69326
434;359.7716280756;69326
435;342.4201988432;69326
436;293.6902698125;69326
437;350.5795520729;69337
438;310.2790223909;69337
439;373.9716206658;69333
440;448.9548188667;69330
441;484.6431826029;69329
442;444.9703090737;69329
443;457.2396039132;69330
444;390.3848499687;69330
445;333.7722731947;69330
446;288.3712218903;69330
447;294.1217254834;69328
448;237.5232809873;69328
449;259.5648638538;69332
450;276.0958207072;69331
451;213.5800152391;69331
452;232.5875567561;69332
453;281.1043002918;69302
454;258.4749982880;69302
455;273.8536411215;69311
456;333.5692381240;69310
457;392.2058935464;69300
458;330.6576029407;69300
459;357.1229502560;69297
460;438.1276291115;69296
461;380.2913980586;69296
462;414.2890139156;69297
463;483.6010615270;69292
464;417.4320393903;69292
465;501.5455225692;69287
466;417.2185821138;69287
467;471.5827061646;69296
468;373.5402456641;69296
469;386.8457365516;69299
470;290.2722254912;69299
471;288.6819259693;69300
472;316.5465638295;69303
473;374.1481744440;69298
474;321.9295137048;69298
475;396.8909397547;69302
476;344.4889948595;69302
477;378.8796743273;69310
478;353.8779870322;69310
479;420.4435803389;69307
480;356.1269190922;69307
481;433.9289477641;69308
482;521.1146852019;69306
483;624.8008099673;69299
484;561.7603365643;69299
485;674.9572013731;69297
486;573.2485897619;69297
487;644.9378388684;69296
488;532.6333984440;69296
489;455.2458422663;69296
490;500.7730055972;69299
491;632.0101326224;69298
492;845.5141569490;69297
493;1015.3335713947;69295
494;794.9336211209;69295
495;679.6695125466;69295
496;547.6130403953;69295
497;590.5632336197;69298
498;501.8277948267;69298
499;426.6030838933;69298
500;473.9244411530;69318
501;455.3507612728;69318
502;507.6883154558;69319
503;633.2139623237;69318
504;529.0437153029;69318
505;578.5101202149;69320
506;529.5332974133;69320
507;634.9314691581;69317
508;542.4885685717;69317
509;408.9476887044;69317
510;449.8414999829;69319
511;385.3043193738;69319
512;382.3061493707;69320
513;420.9674750415;69347
514;354.8361174851;69347
515;419.0757912290;69344
516;377.7493383453;69344
517;386.8853698475;69346
518;341.2491364152;69346
519;338.8701656990;69349
520;371.4566587224;69356
521;302.8457657495;69356
522;333.2612444085;69358
523;400.4188648714;69353
524;363.7240273409;69353
525;421.3768271233;69356
526;359.0183251835;69356
527;391.4768053338;69354
528;337.6277680987;69354
529;406.2789680042;69351
530;487.2877844172;69350
531;458.7602108830;69350
532;558.8665464801;69351
533;671.3014067293;69348
534;574.0903548109;69348
535;686.0813830374;69346
536;656.2681198161;69346
537;561.2983392106;69346
538;623.0964846552;69365
539;658.4431562181;69364
540;791.2604755100;69358
541;732.4980835508;69358
542;618.4493414427;69358
543;704.9834071460;69367
544;568.9009919745;69367
545;625.9612341552;69369
546;583.4972400850;69369
547;709.4432501239;69370
548;923.8597465517;69358
549;775.3094853942;69358
550;853.1467060677;69367
551;730.5488920534;69367
552;630.7093345512;69367
553;698.4429346633;69374
554;660.2696408357;69374
555;780.0296947339;69372
556;670.8414411845;69372
557;756.6409720654;69371
558;919.2316467391;69370
559;836.8515100412;69370
560;907.0665149486;69371
561;768.9357717034;69371
562;623.9603592531;69371
563;699.5124433007;69381
564;553.8916201912;69381
565;610.9470524327;69383
566;525.8013154216;69383
567;578.4606678705;69384
568;693.8776881540;69382
569;596.2124822683;69382
570;514.1893879968;69382
571;607.6755061078;69384
572;763.5036261313;69383
573;953.2331828951;69377
574;873.2621174026;69377
575;1047.0771611934;69376
576;970.0163586103;69376
577;852.9456998620;69376
578;939.5390962391;69398
579;798.6727110560;69398
580;682.7856951462;69398
581;693.6301339248;69399
582;756.8347297689;69398
583;936.8370049736;69381
584;835.5764031439;69381
585;983.9453899665;69382
586;749.1736793111;69382
587;969.9537766327;69381
588;1168.5411983880;69364
589;952.1191313996;69364
590;887.9220087188;69364
591;998.0499332173;69365
592;853.2925590174;69365
593;948.5592155195;69384
594;796.9639697371;69384
595;908.1137658638;69383
596;723.8786248390;69383
597;801.5834838974;69384
598;1015.8895616368;69382
599;857.1845739688;69382
600;731.9804515984;69382
601;625.8279626914;69382
602;688.4037881757;69383
603;865.2738637333;69360
604;736.8318709858;69360
605;810.8403623555;69361
606;667.9940688885;69361
607;888.0100350269;69360
608;1037.8719306961;69359
609;888.4131659837;69359
610;762.7249549927;69359
611;660.0517241255;69359
612;702.2944061002;69360
613;892.7020515437;69359
614;759.5897353295;69359
615;834.2599250359;69358
616;716.4922549203;69358
617;787.9653474140;69359
618;694.5783951109;69359
619;669.0312343376;69360
620;570.3632972874;69360
621;489.8789721086;69360
622;419.2123797680;69360
623;459.3736143899;69367
624;377.0928602036;69367
625;412.8524901972;69368
626;354.4588896219;69368
627;435.4611231819;69368
628;377.1357910320;69368
629;415.4067782674;69371
630;546.5279649473;69347
631;724.7479021540;69344
632;897.8787535168;69343
633;1080.6549864825;69338
634;923.9616993723;69338
635;789.9811533377;69338
636;595.6079805656;69338
637;768.9832340656;69337
638;598.9181325951;69337
639;721.5836616534;69335
640;963.4307649824;69334
641;1175.7812716178;69333
642;1357.9450981272;69332
643;1520.5324577405;69330
644;1310.0390539529;69330
645;1189.0766969451;69330
646;1039.1407857167;69330
647;948.2609211321;69330
648;936.7822801464;69350
649;849.8166061228;69350
650;943.4350598100;69361
651;806.5949952586;69361
652;870.6425017141;69362
653;1021.8613522422;69361
654;930.8051507124;69361
655;795.5814197266;69361
656;700.7227568490;69361
657;778.6435353013;69362
658;941.4522050134;69358
659;1127.7544287853;69357
660;1358.0834734860;69345
661;1159.2292280038;69345
662;1207.1733564408;69346
663;1012.8055137263;69346
664;984.7136974737;69353
665;839.1984243118;69353
666;707.5975140266;69353
667;848.5071710840;69352
668;1012.5316031618;69340
669;901.2385244381;69340
670;1007.0264318241;69352
671;862.0065392191;69352
672;805.8384781891;69352
673;897.2427151630;69383
674;1124.8003396598;69377
675;942.6739846784;69377
676;743.6675101864;69377
677;842.1152213670;69378
678;1011.7218948791;69374
679;864.6744738035;69374
680;906.3580434246;69383
681;759.5818161533;69383
682;570.5163809403;69383
683;625.7425138085;69386
684;822.7676853771;69385
685;963.6876557696;69385
686;902.0102496096;69385
687;1079.2906531280;69384
688;1362.3618147820;69383
689;1265.6580550003;69383
690;1468.2667970444;69387
691;1394.0448494842;69387
692;1203.1089216310;69387
693;1432.2193908352;69388
694;1261.6698140747;69388
695;1080.5180519761;69388
696;920.8674103111;69388
697;1011.6109982642;69389
698;859.1629651466;69389
699;944.9922135893;69390
700;1094.6116221218;69364
701;935.9260994867;69364
702;799.2551714906;69364
703;682.6194658063;69364
704;807.1944065951;69366
705;958.4994496040;69366
706;803.5606045912;69366
707;968.9910273466;69365
708;828.4831018362;69365
709;708.4924662237;69365
710;782.4123496598;69385
711;671.2185178273;69385
712;571.7557888823;69385
713;508.7255021282;69385
714;557.1942156796;69386
715;640.8683388357;69386
716;526.4839229483;69386
717;575.6125310892;69387
718;704.6430939442;69386
719;926.0547037326;69385
720;1151.6890511563;69383
721;961.9655465612;69383
722;876.9521504633;69383
723;673.4162284787;69383
724;743.9955178298;69384
725;856.8429633082;69384
726;732.4314728695;69384
727;885.1819059991;69383
728;773.4833701674;69383
729;869.5597760802;69384
730;998.3734484573;69373
731;874.9098945673;69373
732;763.5726328587;69373
733;661.7643217883;69373
734;716.3498474445;69376
735;831.5201496625;69376
736;755.8973973169;69376
737;826.4493917204;69377
738;736.6784106848;69377
739;620.1141631624;69377
740;674.4255152550;69392
741;574.9470873108;69392
742;500.8546179980;69392
743;426.0618532455;69392
744;478.7494671043;69393
745;553.3432835503;69393
746;529.9227920771;69393
747;636.1515332449;69392
748;520.9122581755;69392
749;573.0860816638;69394
750;689.3959588580;69385
751;601.3831296300;69385
752;520.1533721531;69385
753;498.8720458482;69385
754;506.9211107904;69386
755;578.2799217372;69386
756;487.9715676250;69386
757;547.2012153623;69387
758;472.1379414396;69387
759;539.4340743869;69385
760;642.7372328115;69380
761;493.6458463724;69380
762;447.2859467191;69380
763;390.8295758023;69380
764;429.4996897446;69381
765;508.1002040153;69380
766;408.2828058921;69380
767;475.0424131252;69381
768;572.8344536091;69380
769;617.6560774458;69379
770;810.9552278656;69374
771;693.3669065069;69374
772;591.9038638554;69374
773;562.0004520558;69374
774;513.3582742973;69374
775;564.6806767921;69376
776;482.8258837925;69376
777;563.5847008498;69375
778;458.6832410289;69375
779;504.5904112448;69378
780;598.7644092239;69377
781;530.6569000664;69377
782;467.7648102344;69377
783;356.7268163269;69377
784;307.0343453801;69377
785;368.7988144106;69373
786;299.6753630063;69373
787;382.0686141821;69373
788;327.0261258084;69373
789;392.6931048395;69370
790;471.5729048417;69369
791;448.5790404180;69369
792;376.8296693717;69369
793;322.1838350010;69369
794;259.7763841895;69369
795;293.6230124789;69373
796;322.3249228914;69374
797;392.0040265610;69309
798;349.1635099122;69309
799;415.8674762233;69312
800;511.1551626465;69311
801;404.4431444064;69311
802;345.7975305496;69311
803;283.5565399346;69311
804;242.4257116058;69311
805;263.4363406100;69306
806;338.7808654861;69305
807;409.2260610553;69299
808;349.7447139143;69299
809;466.0528660518;69296
810;591.8426006115;69295
811;504.5990887737;69295
812;431.5620070165;69295
813;370.3784203542;69295
814;334.9224451813;69295
815;276.2872677565;69295
816;305.6748714937;69296
817;358.5183862920;69293
818;299.6567681855;69293
819;294.5513316568;69296
820;310.5353036458;69305
821;356.9832582691;69304
822;428.8163559766;69300
823;571.4581520848;69269
824;722.2386762649;69265
825;618.1533149420;69265
826;533.5082311710;69265
827;591.0163858092;69301
828;544.1743649535;69301
829;672.1268589423;69299
830;788.6835786228;69296
831;633.3474383366;69296
832;738.1638538670;69297
833;844.3931431818;69278
834;1013.4983134634;69277
835;863.1950853549;69277
836;737.3414583994;69277
837;810.5249785787;69308
838;615.0336932113;69308
839;627.9301527357;69310
840;792.4563677364;69309
841;693.0573322313;69309
842;764.1214537164;69311
843;882.6721742372;69310
844;1135.0862640758;69307
845;1001.4022324540;69307
846;856.8961368550;69307
847;942.6419428757;69311
848;806.1070918870;69311
849;989.4022724794;69310
850;845.6247522429;69310
851;884.8242213069;69312
852;1067.0379869869;69311
853;900.2553168620;69311
854;984.6699633533;69314
855;840.8655288398;69314
856;718.5317494411;69314
857;814.6375127282;69315
858;639.8737318345;69315
859;716.8265821502;69316
860;613.9884818799;69316
861;637.0095566629;69317
862;791.8787747986;69316
863;676.8890927682;69316
864;709.1404351817;69318
865;663.3423055873;69318
866;567.7636981541;69318
867;638.1097440711;69320
868;544.6255175204;69320
869;645.5156573401;69318
870;527.3031841652;69318
871;564.0222720663;69319
872;751.7252499324;69318
873;611.5033848504;69318
874;672.5539099616;69319
875;602.0766578666;69319
876;506.0465459226;69319
877;534.7405740327;69319
878;466.5994261834;69319
879;463.9625130157;69321
880;498.3307997444;69337
881;598.1908299587;69336
882;778.9126082403;69335
883;665.4250402071;69335
884;732.1045454618;69336
885;625.9494171182;69336
886;528.1054422156;69336
887;596.7974368200;69337
888;516.7025610640;69337
889;641.2450903661;69336
890;857.0326735286;69331
891;1028.6863487752;69330
892;873.4421385744;69330
893;888.3013846427;69358
894;1033.0057056952;69357
895;954.1525936970;69357
896;900.4155761627;69357
897;1037.3451313798;69356
898;908.7915222801;69356
899;827.6300251808;69356
900;986.2540783152;69366
901;1183.8700312751;69365
902;993.5704966090;69365
903;1081.4737356317;69374
904;1232.7444195353;69371
905;1060.2171214179;69371
906;935.2607216674;69371
907;979.0412450722;69372
908;827.7911348121;69372
909;738.8000376719;69372
910;735.2175164988;69373
911;804.9699076370;69374
912;620.2239297125;69374
913;667.0380901838;69386
914;806.5735358151;69384
915;686.6824591835;69384
916;540.1765739651;69384
917;621.7736225924;69383
918;550.0586990229;69383
919;614.5385695047;69384
920;730.1302868492;69383
921;826.9089222461;69382
922;697.0605377069;69382
923;744.7375271347;69383
924;927.9523051168;69382
925;793.4003718141;69382
926;678.5313358327;69382
927;801.5525868326;69382
928;602.7953171715;69382
929;725.9518880770;69381
930;971.9913988262;69370
931;831.6207808009;69370
932;883.9646633043;69372
933;1095.9854555267;69366
934;935.8727720950;69366
935;809.9483567380;69366
936;701.1661212695;69366
937;766.8614218782;69366
938;590.3984283631;69366
939;651.9274870902;69367
940;828.1698016429;69361
941;714.4748054184;69361
942;744.3444327828;69363
943;987.7038281519;69360
944;876.5471822223;69360
945;765.2134938025;69360
946;608.8971613644;69360
947;690.2319876747;69361
948;553.9347863964;69361
949;697.7677016069;69360
950;778.4510611474;69359
951;675.5355735148;69359
952;741.2139882734;69360
953;891.3295853697;69352
954;833.7263738532;69352
955;711.9889663905;69352
956;676.1012818689;69352
957;831.1895089944;69351
958;710.4138750508;69351
959;607.0585675700;69351
960;680.4650967314;69364
961;580.3930173600;69364
962;496.2360339635;69364
963;544.7937136747;69367
964;497.8527392186;69367
965;476.9302855324;69367
966;362.9294845223;69367
967;402.7651387242;69368
968;312.5739063302;69368
969;359.6105017105;69368
970;430.6560144147;69360
971;493.4811841930;69359
972;592.2219390055;69356
973;633.8033297152;69307
974;544.8570856215;69307
975;466.2486094474;69307
976;398.4475764219;69307
977;452.5578828347;69306
978;388.3067229630;69306
979;438.9653621802;69306
980;499.7602814136;69301
981;433.3495737979;69301
982;434.9964625176;69302
983;518.9332644334;69301
984;419.7459813133;69301
985;360.6470257745;69301
986;319.8151069164;69301
987;344.9921834210;69301
988;287.0738839442;69301
989;329.1966057486;69301
990;346.4033149578;69296
991;291.6029400502;69296
992;327.8732574669;69297
993;361.3527429390;69296
994;434.8205229052;69295
995;372.9983780140;69295
996;330.9343267837;69295
997;374.9932718879;69296
998;322.2471615061;69296
999;372.0652413107;69296
