Iterations;Agent 1;Agent 2;Agent 3;Agent 4;Agent 5;Agent 6;Agent 7;Agent 8;Agent 9;Agent 10
168;426.90532980025444;425.45365010312804;655.9080849187776;659.0003551571677;803.0980183047536;650.3517573618357;657.6599300331494;798.7839489893562;655.6265148974384;653.0966724384508
169;521.3037372093336;584.0731180295253;652.8861354548937;655.9599541223471;798.5530613313728;653.5767507935786;660.7038024757011;803.3281629531909;658.8873181262222;656.0248379849263
170;724.6729331735244;663.3074046764883;655.6766113987994;658.6765592727072;803.7384467359992;650.4381991149086;657.542605586424;798.4594621057283;661.7122457440169;652.8431234819294
171;741.0065454196712;829.8005144958566;658.3777259374269;655.489295451582;798.4841767580097;653.5674464738636;660.777271706704;803.9007712036753;664.8699518475635;649.750304934366
172;743.9868778966677;741.4596192024696;661.2912545260035;652.2238741973163;804.0850211226456;656.3006363018088;657.6783011948743;798.4367228703221;661.0206052522755;653.8977825783455
173;657.6995789421088;766.5546284043794;658.5512619760899;654.9766647148848;798.8628098650167;659.2485203935352;654.630610153486;803.5444493586507;663.9302917475696;651.1500435277383
174;759.8420341712357;721.2282000910919;661.53422966942;651.910033309538;804.0067903125482;656.0163193713439;657.6720656615473;799.1531416891372;659.5145425495399;654.3800857744574
175;357.19509340333855;740.2074943105029;658.766417943532;655.1081891230642;799.2651965199723;652.8747363502868;654.4536165812908;803.843770472838;656.5816427446708;657.5528413771697
176;459.72290059271154;164.94485846382085;655.9825329682711;652.2599948180883;804.0612188613952;655.8928808427146;657.7532600241576;799.3114643377202;659.3465619096636;654.2534853029254
177;330.8176705624533;302.7804410061644;653.2541619605282;655.0565944365517;799.3919083085273;659.0808245562649;660.5591739675987;804.4762608718165;656.2664051601968;657.3688802977338
178;519.4767464871045;532.441367705816;656.2135958662541;658.2104496659598;804.7223313662284;661.9123945342067;657.4989053487851;799.7697537730447;659.2410684488483;654.2655244079031
179;715.2937192918324;685.7028443144698;659.3224850518563;655.2938505481669;799.6711594983542;659.0230875694117;660.2346227951825;804.9496295694591;656.123252007024;657.3763676649891
180;692.5396631326847;321.55608014831995;656.0431149698765;658.0971156512356;804.6482031593304;661.8615880994843;657.0067574452981;799.7804528913917;653.1902277255255;654.4635134076673
181;450.4215236856443;515.3684142040236;659.1001405302083;655.2153292193195;800.2475633648527;658.174442688539;654.0256407376687;805.0775602803269;656.2633050563028;651.6510721056883
182;226.08056430150958;782.3744843434126;655.9920494125748;658.2336274798586;805.0355133407442;661.1508616734149;657.3040748088936;799.9377629222641;653.3994437263796;654.7737392628221
183;467.1854030479852;454.4660916094987;653.1958212591849;655.1596093985281;800.1833521059548;658.080316314457;660.0209731482728;805.2715851984776;656.5487661858698;657.5603607346059
184;514.8259583327316;526.5053528349479;656.2531535399883;658.2165845981237;804.970615020313;655.1976523572722;656.9861005953915;800.4485543164255;659.5097729970855;660.8477451981285
185;778.3354304541291;251.52788898780915;659.3527193777481;655.1205820100258;800.5378768086077;658.0794919960919;654.2547248255412;804.9509740481319;656.4525979710526;657.6715539031841
186;494.82720564694324;439.94790255946737;656.594045177279;652.3741853890806;804.5778908345329;654.8203502488192;657.2790534116393;800.9762557588635;659.2820212116047;660.8762210015691
187;589.2100114417465;592.5518996842021;659.7262458262869;655.3340778548152;801.0743105156403;657.56172551017;654.3474171482939;804.8762130751421;662.4409420080876;657.6903503962949
188;280.3776678040742;295.2422134308396;656.6852270502596;652.4779829632067;805.1660477118834;660.438986063719;657.5750473930527;801.1793327915254;659.7211369522289;654.9613496518599
189;484.8878260245239;511.16680216964113;659.6078834449565;655.2962297256154;800.8427500465341;657.461741590124;654.647853865607;805.1807271144465;662.4950902940491;658.0553380470574
190;537.9391947817716;262.84194214740904;656.6596938567503;652.4930204846083;805.4068837718669;660.4387345300514;657.8288038533265;801.257948678492;659.615808812888;655.0605257180347
191;435.51265785317986;384.7729195276748;659.732733807592;655.396790952232;801.6301451144059;657.174002352594;654.8016014020687;805.6657638994739;662.7587073856816;657.9047712350856
192;540.6940342743399;528.6893094758198;656.5509206422109;652.2658999958871;805.6250801507023;659.9379754245922;657.7414604687877;801.9101062008351;659.8428018794394;655.0269156982795
193;763.0949928532086;261.05693302252774;659.4192920818417;655.3601370280987;801.9409181262012;656.8422051409186;654.605068376945;805.5951083774488;662.7408764994647;657.8483652526328
194;445.79946709681565;436.6488077450263;656.3146549421429;652.4087922266953;805.3122925265887;659.700739959082;657.3709964846992;802.030347300369;659.3922946863407;654.5745935425704
195;585.5820643371868;572.2265625043018;659.2098345164255;655.2777925250945;802.0818566253673;656.5422037804958;654.1861234118203;805.2017788243445;662.2302382422209;657.5397217744626
196;314.4014727343212;706.8696888599831;656.020392775493;652.1828795952821;805.2194562009106;659.6428008717843;657.3321539346457;802.0793561439764;659.0373620173809;654.4169896344239
197;436.8329887430526;454.5471426006881;658.849911073699;655.3563815196534;802.1981456878992;656.8366994596001;654.4551780330585;805.4874016593554;661.790572893111;657.5419169588637
198;537.6712415727251;585.643718877402;656.1012102458229;652.2997740161516;805.5537948580269;659.7010019553358;657.1596826664166;802.4940253332039;658.9040376586474;654.4828486763889
199;691.8282696322337;801.5880116747701;659.3057714602616;655.1579547637677;802.5482056910755;656.95796498691;654.2654065174911;805.742980367707;662.1062670323665;657.3945482657964
200;742.2988483923467;350.8296616716875;656.5756229082198;652.3764564540157;799.571655809587;660.1442807271771;657.383737585814;802.3421002122002;658.8968788158834;654.6797523338084
201;483.6756591194311;177.84567875521225;659.2935526038262;655.2846466925455;802.8223738852513;657.1353993980599;654.1457746001423;799.0644743475312;661.980242151013;657.7279431824628
202;347.8151256617054;317.532000271206;656.1801443971958;652.2042851005283;798.9617250473657;660.0970873199802;657.441256083906;802.5075786776318;658.6935302398306;654.6720034325897
203;159.09980920453228;487.63688310585513;659.3690557419164;655.234615378988;802.3110240432779;656.8097097840723;660.3869632955298;799.1658450039598;655.4915607694804;657.8452329046585
204;322.0508539679058;320.229964491009;662.5618949231064;658.0516117624538;799.4478573380419;660.0209027957733;657.3603683567569;802.0400642781239;652.5208989956449;654.76466858607
205;465.3799537254006;459.2252384037541;659.3361702215833;655.138012156564;802.6704992389641;656.9005171329358;660.5285533635471;799.2700078613756;655.3005497987598;651.5613430861737
206;587.4215882304237;588.0330588367342;662.3179287652265;658.2966267194518;799.0388044817641;653.9264744186855;657.6584152145865;802.9651974182276;652.3867102495389;655.3256894420175
207;738.6556428155734;685.8868861411124;658.0111322467282;655.0668516930862;803.1997480993275;656.6818510678739;660.798828957546;798.656709846352;655.3901500221571;652.4201036201827
208;775.9372646779563;774.1010895777329;655.0879389380489;657.9975625837031;798.904265155487;653.7519650489494;658.0176231257843;803.0284656474672;652.55571293114;655.2541991313713
209;706.6225104104342;336.1554478828763;658.0674774143346;660.7879863806189;803.2180605279518;650.6465509248256;655.2845670636104;798.5539241513362;655.6182796709563;652.3683478525369
210;163.57715186017995;461.12459028282603;655.2251576655481;657.9201671499109;798.11112857608;653.6505506063204;658.0286846383435;802.8613003725775;652.6442359538139;649.0747210817825
211;325.234804017674;335.59221445008757;652.168369871026;660.7469225601229;803.1952744281897;650.8000205183916;654.8098362700714;798.5408808324376;655.714706169451;652.81790766563
212;527.6552048607563;487.2283099868878;655.1941158522933;655.5443465816875;798.8893134322418;653.9595963605403;657.6288034653855;803.0071821456453;652.5939328568597;649.6295117352038
213;795.3502242052332;766.7081226086344;658.3818366391602;652.4356277635043;802.7085804588288;656.8189974195253;654.7894932189104;799.0659432912792;655.8136379342659;652.3435716664786
214;692.3208374005145;695.3122598596087;655.1190425902322;649.4582333447129;799.3847696890734;653.8879843334685;657.9517742376452;802.7734587385575;658.5340055960331;655.4738708980595
215;688.4900469016843;790.5975970678559;658.4157854980111;653.8433201618992;803.0732031718218;656.9482149249944;661.0586649757832;799.4418270878364;655.4666007059894;652.672045308111
216;694.8250874927297;798.5998763384193;655.381847774694;651.0018568533845;799.7273051942204;660.1503321174129;658.1267235890228;803.1110913348112;658.2145326998655;655.7380917816851
217;743.3877078212812;784.1024420827295;658.6623509556933;655.4600855697281;796.5847795121238;657.310587339637;661.0544315433708;799.9090362854637;655.0155779092999;652.8455208225103
218;662.0567278508092;663.1761744304667;655.4807985331448;652.6711210966988;799.6901317754567;660.3937050703631;657.917900135157;796.6423650481918;657.9785370030401;655.562033708991
219;792.4993848386056;311.3427311638027;658.4106571443014;655.8206491078562;796.8802766853919;663.3929116696501;660.6979383543966;799.9929965757954;654.7110060087115;652.8479545797904
220;510.69696907098756;498.22550732531533;661.3587904157158;652.7052221109315;799.8030303398709;660.502504807723;657.6586808535026;796.8890507761589;657.4313043324067;655.6570020508028
221;589.1157550211176;227.13691728226402;658.5156553593808;655.7378060323197;796.8678454462823;663.7488605085653;654.7249699441866;799.9450370159279;660.5884675932604;658.457108240827
222;413.45787260114645;406.9394385168001;655.2985175875571;652.7754884819473;799.8701746534961;660.8171676781647;658.0015756129629;797.0512634404723;657.7287419301982;661.6387524812194
223;481.0226952114166;195.42943976027505;658.4393582606908;655.9503839923389;796.8396047215833;663.9693473668348;654.7560102589733;799.755306092351;660.4957185179716;658.5443038008041
224;322.5470311872424;351.89231418926465;661.3809674121928;653.1520087915692;799.804116310238;660.5432252092592;657.9578982828532;797.0361981385252;657.7489475009952;655.5564214019214
225;491.6551659645234;529.3864377021713;658.4389790960007;656.0968429070136;796.9848177866716;663.7946483824368;654.7417723236944;799.7720831053467;661.0132158331529;658.3579045970903
226;755.0020615851724;685.2057426543383;655.5432422683045;653.3687603368398;799.9337679149512;660.7269206270815;657.6556079947248;796.5817888807451;658.1257565878667;661.3394464575438
227;702.752383520453;323.96543997371424;658.6554252943658;656.4289541925326;796.3453546086889;663.842661495138;660.5982599361142;799.961135859675;654.9216795645739;658.3023620990352
228;484.2384902373932;483.45716629029914;655.8209152986575;653.2602747349389;800.1164766442381;660.7726246383235;657.4178657707213;796.4929171589032;658.2113004551829;661.1121624514285
229;513.52879045424;262.07011161180264;658.7645462100608;656.2721534769271;796.2671019739615;663.7510256802892;660.1715834308914;799.8496105806104;655.3484013130202;657.9283349345858
230;379.83450604798537;136.82041221815751;655.8679253550673;653.0850284473653;799.8334374468155;660.0712409011151;656.9537054614378;796.0186303564337;658.241830302224;661.122253133484
231;481.8561731487191;519.0652873648941;659.0451510351612;656.0095202237227;796.1918405883623;663.1106863435324;653.8932253602209;800.0530157180858;654.9576201839251;658.11787083281
232;579.8897305665774;247.81825027993426;656.209377494399;653.2711049489956;799.9925069031965;659.3484048751486;656.9288653141444;796.0147870426033;658.1014384987112;661.3441881170575
233;438.0156921272385;399.5786104866988;658.9362465436168;656.5413369895836;795.9678776025822;656.2181928200226;653.8190757845579;799.9691413944839;655.2179928001641;658.4271846411382
234;519.1131052629689;521.5862010301109;655.9206914977798;653.3446755704925;800.1468858024647;659.2745354009974;656.6254880956898;796.0892725955017;657.9454358501888;661.3901448199819
235;255.39633556326163;705.535649693536;658.9368727997206;656.5471817753013;796.0291190378765;656.1084085512562;653.7511883061137;800.0559881291047;654.9353356927259;658.6031198492908
236;452.8851600825784;440.4487587183532;656.0838483263298;653.4268457642631;800.1716497695626;658.8848704800482;657.0236634415958;796.1745818067893;657.9821650671527;661.6430557904299
237;549.301403764165;532.2767495504177;658.8716065162869;656.6525063852129;795.8823987312203;655.718199582473;654.158929292122;799.885183372596;660.7967623162311;658.9047919037102
238;787.0411988429447;680.021675208033;661.6177832293823;653.5094138202057;800.2310948318449;658.4476370548184;657.1067381394395;795.9925428006;658.0423832143014;656.111633338397
239;315.266497532405;709.6453332397222;658.4527826656896;656.5766540688803;795.6482844823668;655.4762080381047;659.9062015087402;800.177088908843;660.959973803096;659.1498735008132
240;533.5422093367769;471.3840477962469;661.5232196229907;653.7450886450978;799.9129571455036;658.3469757341462;656.879814735855;795.8283249799375;657.9410931473516;656.439788872858
241;710.3447062518619;255.51126600989335;658.2013102531677;656.9142694070543;795.8503922905126;655.2158496320097;653.6632628417757;799.7099801124567;660.6704424364997;659.7009073773913
242;474.2778478895694;448.2356194492802;655.2219680631583;660.0158249788432;799.9885387178664;652.4297584492597;656.5200269655724;795.698911380602;657.9232588288577;662.4932634407772
243;539.5458671733479;539.8265804027232;658.1699543569838;657.2514851139997;795.9212069142952;655.6323161165336;653.6565983070292;800.0997017386311;655.1063733845267;659.6109846444406
244;729.5391691610214;781.6245037238325;655.075388403481;659.9854942583029;799.8347248816993;652.4240372225037;656.8497178839461;795.5973042280127;657.8400664135239;656.6527100012174
245;669.7567543357396;638.465238564095;658.1691931269202;656.7307198210299;795.2051956045159;655.2503577938454;654.0003793395404;799.8183023908714;654.9735869609123;659.8611310863683
246;783.8018570867189;700.0651920045657;655.0487505523549;659.6129143961065;800.050417594382;652.3123278321956;656.7832851672616;795.2273176405193;658.0339268640454;657.0971169652511
247;734.7499723749146;783.7447020932809;657.9501768774916;656.6547450935507;794.8824284851149;655.0285780988496;659.6790161210126;799.6246823809971;655.2946672668508;654.2000054694748
248;736.70094611089;717.0666038696728;654.9820296552778;659.66622982297;799.4284745128363;658.1004551652965;656.8777510309501;794.8643753213657;652.4749833356365;657.4724819759776
249;776.7212307653568;733.4771922175222;657.8460103121844;656.6274055989924;795.2494058547791;655.2609842003551;659.6474925929633;798.9808629661085;655.3424754025274;654.6028066111131
250;672.917979761623;353.1506326604743;654.9213222930771;659.690555890565;799.0047837825846;658.2524919871368;656.4551263333567;794.8991182402189;652.358670559873;657.8515051869274
251;161.40186457033866;538.4118683520184;657.9641173769689;656.5009506242113;794.9992749696245;655.2365272655377;659.391049971472;798.7131046291631;655.1479082226673;660.8228489732153
252;364.2589311497352;332.6680821379368;660.7159835666021;653.7173800451297;798.9130880361935;652.5182191611478;656.6632305302874;795.2715235900448;658.3395467873054;657.812134017844
253;510.0464213930001;151.46606748456037;657.6933356524884;650.7361133130046;795.3812439605637;655.434784993566;659.4746156462186;798.7972472326152;655.5705153032119;660.69469373291
254;341.5301426158396;300.38357582287404;660.4436966960014;655.6074896979081;798.5824393278002;658.4218192422879;662.2169402169518;795.601904931008;652.3931008654964;657.6799097457088
255;477.8468406541399;486.39222320064124;663.6746706791936;658.3530396085588;795.3700961138671;655.6335323831657;659.2574525687718;798.4343242691436;655.3955990752977;660.8152599276958
256;570.5981778581414;260.6738284138621;660.900575236542;661.6092131723864;798.1996616069767;652.6910130250197;656.0007425176524;795.0911909525743;658.3084488403142;657.8113773095724
257;412.1181736156111;379.86785987893273;663.6817544764561;658.8007481298804;795.0808640527225;655.7645187058062;658.7080064563271;798.208571258188;655.2576846566326;660.650047812307
258;529.8192017203553;171.2835474502338;660.5186350574759;655.9172224825974;798.3947221453499;653.0511977499852;661.8565242625087;794.9594315123152;658.1434426772576;657.751671132478
259;379.4557372258505;364.5501624433799;663.4688555329429;658.9573849831143;795.025582048001;656.1897544382464;659.0348146650617;798.2271727244903;655.435734768315;660.6182981258997
260;533.4242747802548;527.3690784784856;660.420254524979;661.6662003496245;798.1087593133266;652.9235388582149;656.0545236932605;795.1516943773581;658.5234614466366;657.4605255893701
261;240.16234175094738;677.3336630512792;663.1708608395453;658.6284006485264;795.254888821343;655.7734886678502;659.2846294766365;797.9820897873516;655.6847318938244;660.4740099026479
262;457.4420479437142;439.20041630628543;660.4110791131038;661.6585781198406;798.4216431051685;652.4780417478961;656.038908951121;795.0774310495675;658.7182532332193;657.3815532067553
263;532.0773043423669;585.5792677371452;663.6180551222587;658.8507683051645;794.8090892481702;655.8320383605557;658.7584377271455;798.2396785656691;655.4205819537126;660.1509169877364
264;680.46157886429;246.44663746011264;660.4280366600523;656.0321306640486;798.5394406109314;652.5814048187252;661.7022446709934;794.5213165617788;658.3054540342091;657.1965876323653
265;485.8309950471404;465.8463010893764;663.3254486207317;658.7961092337736;794.3546221995449;656.0452032981448;658.8015418268618;798.3707281878679;655.1412945244591;660.1171264222208
266;557.8505358751428;541.7916279991053;660.1103921616166;661.5607298346023;798.5788609879478;653.2879607460934;655.8603484457711;794.7048542002315;658.042592853658;656.9318881348023
267;727.0973282554083;288.2648423331594;662.9800347134694;658.3529944321289;794.9262383510473;656.284319405373;659.1317011725755;798.6832185000854;655.1417727142834;654.0036544172041
268;471.7640728255854;444.47777634661344;658.9797024743547;661.574120326924;798.8336309172797;653.2507839220805;655.9988748256203;795.0637829969381;652.3511440924249;656.7557736898287
269;593.1117350474058;510.7803511233405;655.7874113096194;658.5670549951712;795.2167922381752;650.2145405938957;659.1630865136793;798.550628080273;655.3289109331411;653.7659413011281
270;687.153908936467;791.4653799827705;652.7553486272355;661.7020322475034;798.6641643821735;654.0712344662176;656.201986159201;795.1472770532264;658.61078245329;656.6136906021077
271;329.3121134912421;728.5031754619649;655.7066766424514;658.8782296731198;795.1509550019351;650.9531944650447;659.3168279194682;798.7737683442002;655.7487639256982;653.577288022999
272;529.1424298450515;160.62747915503044;658.7859724272473;655.670677602364;799.0931172478109;655.3746003489177;656.3131851937674;795.0450766839973;652.9556702916352;656.7633068492959
273;378.220666288953;342.59354610825864;655.7340916705232;652.9484507036663;795.1507413638627;658.3569325365004;659.4476073175124;799.0600061299501;649.7361680548769;653.6928642056622
274;498.00978212997614;554.8271452641728;652.7811532067205;655.8248476754497;799.0496846142743;661.0596894889463;656.4845498319825;795.0336006707973;653.180764540037;650.8222348893062
275;260.92290064037957;799.3136214948008;655.7167135066902;659.1006732944703;795.4199112955629;656.7716381141214;653.7618877414614;799.0138190701715;650.2534667964634;653.6199914169799
276;440.5374650890146;434.2853359057196;658.9511208017655;656.0415373059927;799.0230019099097;653.5516789404511;656.518532931737;802.0629733272846;653.7579148150329;656.5861137247786
277;536.0851655244898;586.162831110706;656.0776628616474;658.8127367063399;801.8282203168459;656.3164402396721;659.3245276740746;799.2870099566269;650.7141346726298;653.7287502440925
278;660.4097710524652;283.4614567174401;659.0043349515026;661.6062785663806;799.0771429469254;653.4880279073886;656.5218540461834;802.2791021908059;653.944239572206;656.9788966267735
279;447.14053058133373;498.2660359985636;662.249305176294;658.7133323426341;802.0096543925685;656.7716802347799;659.2580617683968;799.3140746791644;650.9099230191733;654.0755479519198
280;618.9484355931359;574.5575376974244;659.0802446078054;661.6312577737792;798.9408533023486;659.9253160476336;656.0054042148387;802.4520651289762;653.8293494783504;657.2514159549481
281;748.6972211789141;263.09977020814114;662.2428521682302;658.4757847516332;802.3072111670996;657.0696722369242;659.0400713952902;798.7060708123347;656.7295228363256;654.5088549398527
282;490.46012556323853;479.36409422071324;658.7442931394136;661.5507883614885;798.9236408038204;654.2077622745505;656.2495694081165;802.0134557821063;659.9755629658148;657.3322877076656
283;606.1168865414434;567.5574179295027;661.4972362415393;658.7191617008262;801.9673826055003;657.463771383741;659.3668606260709;798.7369437825521;657.1672728472975;654.050223377212
284;768.3796956606584;741.6476590404989;658.7097714706572;661.8135567107631;799.0336622204552;654.4741471187007;656.2946144707106;801.6781858705777;660.0727441592651;656.9276581552273
285;743.1487125619644;657.8692461832892;661.463629444397;659.0023611326743;801.8996957344323;657.5262715974816;659.4800436784208;798.5286143726539;657.3031677949731;653.9374098998711
286;691.9282405496467;743.0756302902645;658.7178396892906;662.1337678019661;798.5398540818288;654.4720176017003;656.6013393901494;802.0800231987735;660.3286333106074;657.4747531723934
287;748.6467547788037;341.6317473978887;655.6796005897693;659.0780795542425;802.2630665259574;657.3720092601081;659.4191424011293;798.6413218905556;657.0652455889932;660.6002582123568
288;176.0412826481085;487.65746529554923;658.785892281541;662.1898433817663;798.7436711415468;660.2228806618554;656.2011459512897;801.8290798197804;659.8228546757962;657.6322105096443
289;333.5263848119796;306.95041836200215;661.81017820364;659.324048576058;802.0547159766826;657.1292341415849;658.9498124695097;798.8905348142632;662.878692023176;660.3685890228057
290;469.95991077326966;496.96767199070416;664.9902353477652;656.5531082031632;798.7730415603387;654.3411361866242;656.1215213556031;795.6524090084625;659.8116313255215;663.5286968200735
291;222.67631435390336;623.0005566235548;662.107652992574;653.6251702562118;795.4814917174226;657.1929773747514;659.3888610254547;798.6628113379236;656.3254469223965;666.5157882351307
292;451.24477345389687;447.06091065827474;658.8915210515412;656.4122020941695;798.6709838787671;654.2255736717616;656.4291025576183;795.4548110184579;659.0720433858181;662.3188368623594
293;554.5620614765194;538.4849476201522;661.6916109977869;659.2685215712053;795.4999064832656;657.2540108709183;653.4048293003457;798.7078375784666;656.0391842703789;659.3833486146788
294;789.6980566384142;793.1690256723782;658.740702312591;662.1670986542563;798.9709398761775;654.0943508738309;656.5941915782848;795.7519015083216;659.2640654339997;656.5750841842769
295;680.7882293443697;766.7022153287468;661.8519211469807;659.0702299133707;795.909169183402;656.9622354681793;653.8153908341274;792.8102419293492;655.9989952350388;659.8304687670898
296;330.30164442960864;343.749060210833;659.1410010605273;662.3189648744365;792.9012759410523;653.9793834724794;656.5382516172253;795.9219332844267;659.0406170362742;656.5539470801674
297;478.09466091058704;454.1008130316839;656.2848684699057;659.3428026902866;796.1259993241598;657.0085956445013;659.7119849586138;793.0737477309667;662.1877856448183;653.5609726563019
298;570.9643357339486;553.2692568903376;659.4890627317741;662.090024940477;792.7698513022236;654.0737386944013;656.4120265473607;795.9156057156895;658.9755259535414;656.4957014081874
299;734.4688459679011;751.691320576023;656.6126197381154;659.1949460417043;796.0556576550422;656.799667241789;659.5839810827896;792.9981113899792;661.7494320082945;653.5940748550246
300;649.5777418860815;722.3079919920384;659.8979481081662;661.9863650332876;792.9431277731414;653.9144724421051;656.6646875773705;795.9240960249398;658.8945745839067;656.7368735130314
301;770.1675469822251;682.0069960616863;656.9894966226493;658.902842326112;796.0569690764561;656.8725710832073;659.604858082017;792.7661841675879;661.9705298487327;653.4683221795692
302;730.6178303688188;661.1950904698429;654.0600599861713;662.1408899744316;793.0910608355556;660.0522281534849;656.3302829936742;796.3357463172796;658.9686929831126;656.5686214105551
303;344.5368310852407;675.8353919499824;657.3441530111269;658.991480105695;796.0911892852711;657.2867264370461;659.4452554248504;793.2687282255409;662.0981375674921;653.5671222233733
304;500.5682778063788;177.39591393779074;654.5448710240826;661.7604279193724;792.8910599736627;660.1535586283119;656.3404717870121;796.1304487435958;659.0289130647335;656.9613673480985
305;363.3766287837775;324.56931943975593;657.3446100041308;658.8888920702525;796.034652454937;656.9727815234901;659.076838898545;792.8047732672323;662.0694911603557;654.0200555268822
306;505.13522564695353;554.2119779186748;654.3979315688649;661.8164354509626;792.8916604363885;659.8374331476628;655.9387135263638;796.3129056482533;659.0904669055182;656.8261158803842
307;774.6844417091709;673.4831028688125;657.4609466463909;659.1136324628064;796.0275442681503;656.7259690640974;659.0226456368607;792.5587650698686;661.8934643411982;654.0950138593627
308;684.9750674988602;765.563627628456;654.5454196213042;656.2017957960079;792.8320375434681;653.7477607394862;662.2039420081244;796.1993769600991;658.9968376266253;657.3925769364046
309;327.3388917270173;169.8682884656185;657.3232103540637;659.2686527406867;796.059330341907;657.0012315880851;658.7822271359461;792.4957014953592;662.2723791364461;654.2466089179177
310;327.3388917270173;590.8708214291955;654.4119126261553;656.2273641073034;792.7031915814513;660.1450767086394;661.9941064028609;796.0695597620977;659.3305766231741;656.9661317246672
311;416.53897627831566;165.90326545453217;657.1894087126341;658.9752390167367;795.8690750210986;657.0455997935173;658.9538169291259;793.0957605143137;656.3525162014079;660.1032805226383
312;265.20228517492427;262.58300859245765;654.1969515138984;656.0622004608796;792.7714978850514;660.0279276445026;662.2401792765496;796.155880506893;659.2191688160312;656.9908739014342
313;426.76228623972025;471.89191894964694;657.3638743580088;659.052112430871;795.9613926942988;657.1105465726623;659.5188241968015;792.5989621809719;661.9317877796494;653.7963473194864
314;590.0351284939404;211.72129195566438;654.3270818302144;662.3465535938567;792.6784583531622;660.3182109661905;656.336287046614;796.2742561262053;658.678238531046;656.9916952316715
315;421.43374221462545;400.3483114638915;657.2097471768633;659.274341794591;796.2750848805355;657.0757927803508;659.0626063830383;792.5745319426884;661.7682308778301;654.2103125185588
316;498.3816854426362;515.5597927819921;654.247891245729;656.0662049744415;792.9001497309772;660.207050342151;662.177020466272;796.4809557881239;658.7224840758507;657.3227367889458
317;593.9863969126029;536.1334873112087;657.3802491744377;659.3430929857694;796.4734840950572;657.310276906279;659.3492845621903;793.1958108568666;661.9848550048486;654.1774235206666
318;593.9863969126029;696.4786894541211;654.3447152430216;662.542038536115;793.1143110837984;660.320463250887;656.3850125019161;790.2366819601718;665.056656312402;656.9867330651701
319;740.3725132729362;307.0709438216333;657.4675801865229;659.4266562559852;790.2142029972694;663.2661196120273;659.4635372866136;793.1910711543801;662.2854935191853;659.9459435475023
320;482.64099842236436;482.5397799584565;660.7294774889789;662.450647192002;793.2353955535041;660.5225976824341;662.7033855031084;790.4487276946277;665.0723433214328;663.1855048966144
321;621.1789955301315;616.9664021011148;657.691897723789;665.680752823883;790.2907531912629;663.596304115718;659.5525116014771;793.6200526963893;662.126025602545;659.9892884583493
322;756.9198468823021;751.1983227276723;660.4693857681856;662.5232925639401;793.5738046499589;660.6257196155173;662.806252256216;790.5609462364517;665.2049783986259;662.9713474990917
323;755.5154752772262;735.3978022161938;663.4423745544569;665.260961664506;790.3754851229832;663.5731636779075;665.8652676853065;793.6158851828465;667.9065469608965;665.9639026319572
324;680.3026047336164;644.0136827313366;666.1855741773035;668.1123688744026;793.8466782491314;666.3482110203596;668.7635315182937;796.6035391753973;670.8160536297514;669.2008357781555
325;720.4980933661933;682.2225830123949;669.080231063145;671.2424787769423;796.7130894631039;663.2285739929272;671.8145642340555;793.6367985516711;667.6250540836224;665.9986866141916
326;735.2531345611957;755.1454196840592;665.8362278037202;674.4093854666236;793.8931612402685;665.9773682656743;668.7365012995618;796.4712544390375;670.5354361220735;669.1981008668677
327;770.4807937932758;716.6590617684792;668.6590183376304;670.5347651638888;796.7831335446892;662.8533727039118;671.7413555925528;793.5061132063109;667.6705172697896;665.9011733738369
328;748.1521602864938;805.322718635264;665.8170177874904;673.6914091552349;793.6660153378366;666.0225132021241;668.998095727763;797.101380106238;670.4809617385461;668.6387494161063
329;649.9768934697195;752.2686844626272;669.0245525134853;670.6848463198986;797.3642359220761;663.307396074285;665.9845045805522;793.4382914173068;667.3082702010753;671.8554795562227
330;648.8909717766668;342.9900130087421;671.761539263861;673.6561630063327;793.5442560829076;666.3027931026198;669.0202753540455;797.6094897346517;664.1941563851424;669.1026010842097
331;528.0833685493079;175.0107498372544;674.9656994228885;670.597448122874;797.6696278192222;663.0831088352941;671.8156488194154;793.2906859077181;666.9043456452331;666.3798845644844
332;379.9029106400056;327.53882016283956;671.688280928903;673.3270835801568;793.0317794811384;666.0858815778569;669.0566975890854;797.79769548579;663.8997273100603;669.1323021412126
333;167.54971809891333;530.5988266197832;674.7965775884196;670.5387246999524;798.1794418993579;663.245156829377;672.1695407875472;793.1045545266521;666.6592402154137;666.1741188263566
334;345.89035880120576;331.46270685515486;671.93407913274;673.4836746681477;793.1613727472021;666.4208796784036;669.0388156541823;798.4055676417802;663.8646403374595;669.2859069322898
335;538.9176561336969;530.2021618146292;674.8954484926783;670.4194169136764;798.0071980406589;663.4947812550928;671.9762742122141;793.3344717887629;666.7832847684593;666.2152086250644
336;646.0922964014683;637.0017861604247;672.0154717151352;673.3883512253418;793.1949107308997;666.3755628423531;669.2459202997443;798.1820926680133;663.5865583368852;669.0726737082202
337;782.2407447803024;669.3423224753311;675.3018654254298;670.5166528384384;798.2436688080935;669.6282606138731;672.2896871754417;793.2911924321922;668.8325356600972;671.9721300686385
338;800.5345760982758;779.7412085107932;671.9981261989464;667.8125909215515;801.2057047186717;672.5964326350672;668.9906851454125;798.5136028354976;665.9955674855836;675.1197408760065
339;724.9639425256382;726.9725566107323;675.2624118185917;670.9945703694119;797.9206508913246;669.8943903004975;666.1218832629678;801.3132325962522;669.0718970351967;672.0379769958979
